fighter_id,name,height,weight,reach,stance,dob
http://ufcstats.com/fighter-details/11583163f45c7b31,Lucas Alexander,"5' 11""",145 lbs.,"73""",Orthodox,"Jul 28, 1995"
http://ufcstats.com/fighter-details/d53482bef23235ba,Marcio Alexandre Junior,"6' 0""",185 lbs.,"75""",Southpaw,"May 05, 1989"
http://ufcstats.com/fighter-details/b757c73f443d4fca,Olaf Alfonso,"6' 2""",170 lbs.,--,Orthodox,"Aug 06, 1974"
http://ufcstats.com/fighter-details/4b37a0bc2ab4cae1,Pablo Alfonso,"5' 8""",145 lbs.,--,,"May 09, 1983"
http://ufcstats.com/fighter-details/41b34b7f11f6d085,Levi Alford,--,--,--,,--
http://ufcstats.com/fighter-details/669a3cb6e394f515,Royce Alger,"5' 10""",199 lbs.,--,Orthodox,--
http://ufcstats.com/fighter-details/9abc648e76c4493a,Bill Algeo,"6' 0""",145 lbs.,"73""",Switch,"Jun 09, 1989"
http://ufcstats.com/fighter-details/e17770faae3ca54c,Amir Aliakbari,"6' 3""",250 lbs.,--,,"Jun 10, 1984"
http://ufcstats.com/fighter-details/e70de1859b7ee78e,Sultan Aliev,"5' 11""",170 lbs.,"74""",Orthodox,"Sep 17, 1984"
http://ufcstats.com/fighter-details/ca28cdf526d6b6e9,Nurullo Aliev,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 08, 2000"
http://ufcstats.com/fighter-details/b07aed698fba8624,Ikram Aliskerov,"6' 0""",185 lbs.,"76""",Southpaw,"Dec 07, 1992"
http://ufcstats.com/fighter-details/6db394bf6c3b017c,Leon Aliu,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 14, 1989"
http://ufcstats.com/fighter-details/6ebe96a116e79e52,John Allan,"6' 1""",205 lbs.,"75""",Orthodox,"Feb 22, 1993"
http://ufcstats.com/fighter-details/040a74bb0a465c54,Arnold Allen,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 22, 1994"
http://ufcstats.com/fighter-details/1e13936d708bcff7,George Allen,"6' 2""",205 lbs.,--,Open Stance,"Jan 13, 1967"
http://ufcstats.com/fighter-details/2f181c0467965b98,Brendan Allen,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 28, 1995"
http://ufcstats.com/fighter-details/adf9a901308fb8e3,Daniel Allen,"6' 0""",155 lbs.,"75""",Southpaw,"Aug 10, 1992"
http://ufcstats.com/fighter-details/c4fe2e9a06ea5bcb,Ben Alloway,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 19, 1981"
http://ufcstats.com/fighter-details/8d3273573b85be09,Asu Almabayev,"5' 4""",125 lbs.,"65""",Orthodox,"Jan 25, 1994"
http://ufcstats.com/fighter-details/a4dc0f2b95df4cc1,Bekzat Almakhan,"5' 7""",135 lbs.,"68""",Orthodox,"Oct 08, 1997"
http://ufcstats.com/fighter-details/088aa1b19b2dc14a,John Dave Almanza,"5' 7""",125 lbs.,"67""",Southpaw,"Mar 22, 2004"
http://ufcstats.com/fighter-details/91186547a7f3f758,Ricardo Almeida,"6' 0""",170 lbs.,"74""",Orthodox,"Nov 29, 1976"
http://ufcstats.com/fighter-details/d615d6a10a4704cd,Magno Almeida,"6' 0""",155 lbs.,--,,"Jun 06, 1985"
http://ufcstats.com/fighter-details/67a992d4cff22466,Ericka Almeida,"5' 6""",115 lbs.,--,Orthodox,"Mar 05, 1989"
http://ufcstats.com/fighter-details/2b074403b7c6cdb4,Thomas Almeida,"5' 7""",145 lbs.,"70""",Southpaw,"Jul 31, 1991"
http://ufcstats.com/fighter-details/41e83a89929d1327,Jailton Almeida,"6' 3""",205 lbs.,"79""",Orthodox,"Jun 26, 1991"
http://ufcstats.com/fighter-details/f16ddfa31236efed,Estefani Almeida,"5' 4""",125 lbs.,--,Orthodox,"Oct 17, 1988"
http://ufcstats.com/fighter-details/710f0f8c5d5c9d41,Lucas Almeida,"5' 11""",145 lbs.,"71""",Orthodox,"Jan 31, 1991"
http://ufcstats.com/fighter-details/c6bf75775b278ed8,Mauricio Alonso,"6' 2""",170 lbs.,--,,"Feb 27, 1980"
http://ufcstats.com/fighter-details/64d47ef881a437a4,Cesar Almeida,"6' 1""",185 lbs.,"74""",Orthodox,"Mar 28, 1988"
http://ufcstats.com/fighter-details/49b130de1da2e1bf,Sarah Alpar,"5' 4""",135 lbs.,"63""",Southpaw,"Jun 01, 1991"
http://ufcstats.com/fighter-details/c61b49cec6abd6b9,Rico Altamirano,"5' 10""",170 lbs.,--,,--
http://ufcstats.com/fighter-details/e87a13e02c01331d,Ali AlQaisi,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 23, 1990"
http://ufcstats.com/fighter-details/dc7927cd622676a7,Victor Altamirano,"5' 8""",125 lbs.,"70""",Switch,"Jan 23, 1991"
http://ufcstats.com/fighter-details/c11036da9162cb5f,Mike Altman,"5' 10""",185 lbs.,--,Orthodox,--
http://ufcstats.com/fighter-details/430c533614d45813,Patricia Alujas,"5' 4""",115 lbs.,"64""",Orthodox,"May 08, 1996"
http://ufcstats.com/fighter-details/e741536153227386,Sean Alvarez,"6' 0""",235 lbs.,--,Orthodox,"Jul 14, 1971"
http://ufcstats.com/fighter-details/33a331684283900f,Eddie Alvarez,"5' 9""",155 lbs.,"69""",Orthodox,"Jan 11, 1984"
http://ufcstats.com/fighter-details/4438482bd1d5a029,Jaime Alvarez,"5' 8""",125 lbs.,"69""",Orthodox,"Mar 08, 1988"
http://ufcstats.com/fighter-details/58bbef3770bb2dfc,Joel Alvarez,"6' 3""",155 lbs.,"77""",Orthodox,"Mar 02, 1993"
http://ufcstats.com/fighter-details/31ee470ef5dc8d7f,Thiago Alves,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 03, 1983"
http://ufcstats.com/fighter-details/bd92cf5da5413d2a,Anthony Alves,--,--,--,,--
http://ufcstats.com/fighter-details/dc5a6b2fdb27e7dc,Amilcar Alves,"6' 0""",170 lbs.,--,Southpaw,"Aug 08, 1988"
http://ufcstats.com/fighter-details/d317a5e2b3f88c5f,Warlley Alves,"5' 11""",185 lbs.,"72""",Orthodox,"Jan 04, 1991"
http://ufcstats.com/fighter-details/d156513a19acf856,Sam Alvey,"6' 2""",185 lbs.,"75""",Southpaw,"May 06, 1986"
http://ufcstats.com/fighter-details/029afd138865d20a,Rafael Alves,"5' 8""",155 lbs.,"68""",Orthodox,"Nov 14, 1990"
http://ufcstats.com/fighter-details/86c1441676af2c73,Mahamed Aly,--,205 lbs.,--,,"Jan 11, 1994"
http://ufcstats.com/fighter-details/20821819c401ced8,Andre Amado,"6' 0""",154 lbs.,--,Orthodox,--
http://ufcstats.com/fighter-details/1e327b281ef6a745,Adlan Amagov,"6' 2""",170 lbs.,"76""",Orthodox,"Oct 30, 1986"
http://ufcstats.com/fighter-details/247fbbfafea60bb1,Maiara Amanajas dos Santos,"5' 5""",115 lbs.,--,Southpaw,"Jul 11, 1987"
http://ufcstats.com/fighter-details/ee0b69e307c857e5,Chris Amarante,--,185 lbs.,--,,--
http://ufcstats.com/fighter-details/c912f676692c353a,Jimmy Ambriz,"6' 2""",315 lbs.,--,Southpaw,"Jan 26, 1970"
http://ufcstats.com/fighter-details/d562b12b8fe88336,JJ Ambrose,"5' 10""",170 lbs.,--,Orthodox,--
http://ufcstats.com/fighter-details/70fa1c64a2c439ef,Alen Amedovski,"5' 10""",185 lbs.,"74""",Orthodox,"Apr 06, 1988"
http://ufcstats.com/fighter-details/41cc71cbf210e0fe,Hyder Amil,"5' 9""",145 lbs.,"70""",Switch,"May 28, 1990"
http://ufcstats.com/fighter-details/6c40705cf6c0d7e2,Hamid Amiri,--,145 lbs.,--,,"Jun 15, 2003"
http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08,Jaqueline Amorim,"5' 3""",115 lbs.,"68""",Orthodox,"Jun 24, 1995"
http://ufcstats.com/fighter-details/87a1dc546b1c5caf,Makwan Amirkhani,"5' 10""",145 lbs.,"72""",Southpaw,"Nov 08, 1988"
http://ufcstats.com/fighter-details/53adf5b845d91e4a,Bertrand Amoussou,"5' 8""",190 lbs.,--,Orthodox,--
http://ufcstats.com/fighter-details/23a8c33869bf5392,Karl Amoussou,"5' 11""",185 lbs.,--,Orthodox,"Nov 21, 1985"
http://ufcstats.com/fighter-details/cad24459b28592ca,Eryk Anders,"6' 1""",185 lbs.,"75""",Southpaw,"Apr 21, 1987"
http://ufcstats.com/fighter-details/8738eacd62e82a32,Matt Andersen,"6' 2""",230 lbs.,--,Southpaw,"May 29, 1971"
http://ufcstats.com/fighter-details/9199e0735b83dd32,Andy Anderson,"5' 6""",240 lbs.,--,,"Jul 16, 1974"
http://ufcstats.com/fighter-details/19ba965651486013,Derek Anderson,"6' 0""",155 lbs.,--,,"Feb 02, 1990"
http://ufcstats.com/fighter-details/1ffc38f67785797b,Lowell Anderson,"5' 6""",160 lbs.,--,Orthodox,--
http://ufcstats.com/fighter-details/5e4eec08896c9423,Corey Anderson,"6' 3""",205 lbs.,"79""",Orthodox,"Sep 22, 1989"
http://ufcstats.com/fighter-details/a0e75f4a13eb73f1,Megan Anderson,"6' 0""",145 lbs.,"72""",Orthodox,"Feb 11, 1990"
http://ufcstats.com/fighter-details/b03a0c78ca45facf,Liam Anderson,"6' 3""",185 lbs.,"75""",Orthodox,"Jan 13, 1995"
http://ufcstats.com/fighter-details/17615148dd4be6f6,Tatsuya Ando,"5' 4""",145 lbs.,"68""",Southpaw,"Apr 26, 1990"
http://ufcstats.com/fighter-details/1562b12763cc8d67,Alex Andrade,"5' 11""",200 lbs.,--,Orthodox,"May 14, 1974"
http://ufcstats.com/fighter-details/d221ee27afc7a60e,Viscardi Andrade,"5' 11""",170 lbs.,"75""",Orthodox,"Mar 08, 1984"
http://ufcstats.com/fighter-details/9bad58fa651d6196,Jermaine Andre,"5' 7""",200 lbs.,--,Orthodox,--
http://ufcstats.com/fighter-details/1fd9f744105024a8,Juan Andres Luna,"5' 7""",125 lbs.,"72""",Orthodox,"Aug 20, 1995"
http://ufcstats.com/fighter-details/6a1901c62ab3870f,Jessica Andrade,"5' 1""",115 lbs.,"62""",Orthodox,"Sep 25, 1991"
http://ufcstats.com/fighter-details/7977fb0fd9c5955d,Fellipe Andrew,--,--,--,,"Oct 24, 1994"
http://ufcstats.com/fighter-details/46e2ca71fd5089cb,Reese Andy,"6' 0""",205 lbs.,--,Orthodox,"Mar 31, 1973"
http://ufcstats.com/fighter-details/00debc804e2b1cd4,Dylan Andrews,"6' 1""",185 lbs.,"74""",Switch,"Nov 15, 1979"
http://ufcstats.com/fighter-details/e20ad078a7d63361,Julius Anglickas,"6' 3""",205 lbs.,--,Orthodox,"Jul 23, 1991"
http://ufcstats.com/fighter-details/c7c39e2fb70248b3,Chad Anheliger,"5' 6""",135 lbs.,"64""",Orthodox,"Dec 01, 1986"
http://ufcstats.com/fighter-details/d6a3e131ad4ba064,Angga,"5' 7""",145 lbs.,"68""",Orthodox,"Jan 13, 1989"
http://ufcstats.com/fighter-details/047a91d3d9c79b05,Collin Anglin,"5' 9""",145 lbs.,"71""",Orthodox,"Feb 20, 1993"
http://ufcstats.com/fighter-details/e06fd1260ac865a7,Yoji Anjo,"5' 11""",205 lbs.,--,Orthodox,"Mar 28, 1967"
http://ufcstats.com/fighter-details/d802174b0c0c1f4e,Magomed Ankalaev,"6' 3""",205 lbs.,"75""",Orthodox,"Jun 02, 1992"
http://ufcstats.com/fighter-details/af997f7611673880,Gadzhimurad Antigulov,"5' 11""",205 lbs.,"70""",Orthodox,"Feb 09, 1987"
http://ufcstats.com/fighter-details/25b31165758402dd,Adam Antolin,"5' 5""",125 lbs.,"63""",Orthodox,"Feb 28, 1982"
http://ufcstats.com/fighter-details/dbd198f780286aca,Angelo Antonio,--,205 lbs.,--,Orthodox,--
http://ufcstats.com/fighter-details/cc49ada1ea955b13,Vanilto Antunes,"6' 0""",170 lbs.,"72""",Orthodox,"Dec 28, 1994"
http://ufcstats.com/fighter-details/78d48d3874dacafd,Azunna Anyanwu,"6' 1""",251 lbs.,--,Orthodox,"Aug 05, 1981"
http://ufcstats.com/fighter-details/4665f9f909cd7214,Shinsho Anzai,"5' 7""",170 lbs.,"70""",Orthodox,"Dec 01, 1985"
http://ufcstats.com/fighter-details/031da10a00c8ccd4,Jin Aoi,"5' 6""",145 lbs.,"68""",Orthodox,"Jan 21, 1997"
http://ufcstats.com/fighter-details/79ded75550efc139,Shinya Aoki,"5' 11""",154 lbs.,--,Southpaw,"May 09, 1983"
http://ufcstats.com/fighter-details/0c1a04afca64e38f,Josh Appelt,"5' 10""",255 lbs.,--,Southpaw,"Jun 19, 1983"
http://ufcstats.com/fighter-details/7d420039bbfe7c1a,Aoriqileng,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 25, 1993"
http://ufcstats.com/fighter-details/1ccff7f0cfdf85eb,Erik Apple,"6' 0""",170 lbs.,--,Orthodox,"Aug 26, 1977"
http://ufcstats.com/fighter-details/269d103c96a4c3a5,Kenji Arai,"5' 10""",145 lbs.,--,Southpaw,"Oct 05, 1979"
http://ufcstats.com/fighter-details/73ef22f25d0f70e2,Romie Aram,"5' 10""",170 lbs.,--,Orthodox,"Dec 02, 1977"
http://ufcstats.com/fighter-details/71002dbc1743b9a7,Felipe Arantes,"5' 8""",135 lbs.,"73""",Orthodox,"Feb 09, 1988"
http://ufcstats.com/fighter-details/dbea8c1cb327ab3d,Igor Araujo,"6' 1""",170 lbs.,"77""",Orthodox,"Dec 06, 1980"
http://ufcstats.com/fighter-details/36541f1e6c5d4955,Viviane Araujo,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 21, 1986"
http://ufcstats.com/fighter-details/1291edf2d566a71a,Julio Arce,"5' 7""",145 lbs.,"70""",Southpaw,"Oct 27, 1989"
http://ufcstats.com/fighter-details/d25e39e74efb0a77,Art Arciniega,"5' 8""",145 lbs.,--,,"Oct 15, 1981"
http://ufcstats.com/fighter-details/87f8699fdcc2c404,Alice Ardelean,"5' 3""",115 lbs.,"62""",Orthodox,"Apr 19, 1992"
http://ufcstats.com/fighter-details/9c9455912d917e4e,Tristan Arenal,--,155 lbs.,--,,--
http://ufcstats.com/fighter-details/db3c4a884d704efe,Gabriel Arges,--,170 lbs.,--,,"Jan 29, 1993"
http://ufcstats.com/fighter-details/e4ba58725825412d,Dan Argueta,"5' 7""",135 lbs.,"68""",Southpaw,"Aug 13, 1993"
http://ufcstats.com/fighter-details/90063913321e7670,Reza Arianto,--,155 lbs.,--,,--
http://ufcstats.com/fighter-details/9a7ffa80766caa51,Hashem Arkhagha,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 11, 1989"
http://ufcstats.com/fighter-details/1effd880e1f1bb30,Garrett Armfield,"5' 6""",135 lbs.,"70""",Orthodox,"Oct 09, 1996"
http://ufcstats.com/fighter-details/30ad2050273d016a,Joey Armstrong,--,--,--,,--
http://ufcstats.com/fighter-details/bf0e700106d00e55,Austin Arnett,"6' 0""",145 lbs.,"72""",Orthodox,"Oct 22, 1991"
http://ufcstats.com/fighter-details/3738e68d2261e60f,Andrei Arlovski,"6' 3""",240 lbs.,"77""",Orthodox,"Feb 04, 1979"
http://ufcstats.com/fighter-details/05fbfe628658c538,Ricardo Arona,"5' 11""",205 lbs.,--,Orthodox,"Jul 17, 1978"
http://ufcstats.com/fighter-details/a90c200c3fbb22c4,Eli Aronov,"5' 10""",185 lbs.,"72""",Orthodox,"Jun 06, 1996"
http://ufcstats.com/fighter-details/770b9d4813c25902,Chalid Arrab,"5' 11""",205 lbs.,--,Orthodox,"May 28, 1975"
http://ufcstats.com/fighter-details/c136b2a8852da5bd,Akbarh Arreola,"5' 10""",155 lbs.,"71""",Southpaw,"Jan 14, 1983"
http://ufcstats.com/fighter-details/de62052b2ede65ba,Matt Arroyo,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 01, 1982"
http://ufcstats.com/fighter-details/2dea80c069847321,Gilles Arsene,"5' 9""",190 lbs.,--,Southpaw,--
http://ufcstats.com/fighter-details/61fb8098ccf81c7f,Antonio Arroyo,"6' 3""",185 lbs.,"73""",Orthodox,"Jul 01, 1989"
http://ufcstats.com/fighter-details/49f78022126bf4a4,Cesar Arzamendia,"5' 11""",155 lbs.,--,Orthodox,"Jan 31, 1991"
http://ufcstats.com/fighter-details/91e3388e69060e69,Veta Arteaga,"5' 7""",125 lbs.,--,,--
http://ufcstats.com/fighter-details/d33da8a3d82bdb62,Kai Asakura,"5' 8""",125 lbs.,"69""",Orthodox,"Oct 31, 1993"
http://ufcstats.com/fighter-details/a373085066dbfb54,Teddy Ash,"6' 1""",185 lbs.,"73""",Switch,"Dec 27, 1989"
http://ufcstats.com/fighter-details/d26a0988c9dc9886,Arman Ashimov,"5' 6""",125 lbs.,--,,"Jan 14, 1992"
http://ufcstats.com/fighter-details/c739c2995a275314,Yanal Ashmouz,"5' 9""",155 lbs.,"69""",Orthodox,"Mar 31, 1995"
http://ufcstats.com/fighter-details/8be9deb7d6b36354,Asjabharan,"5' 6""",135 lbs.,--,,"Jul 31, 1992"
http://ufcstats.com/fighter-details/b1d19449397541dc,Askar Askarov,"5' 6""",125 lbs.,"67""",Orthodox,"Oct 09, 1992"
http://ufcstats.com/fighter-details/2abc414136504554,Askar Askar,"5' 7""",145 lbs.,"69""",Orthodox,"Aug 19, 1994"
http://ufcstats.com/fighter-details/9be6020024133293,Cyril Asker,"6' 0""",247 lbs.,"74""",Orthodox,"Dec 24, 1985"
http://ufcstats.com/fighter-details/06827d70c53ff0d9,Scott Askham,"6' 3""",185 lbs.,"75""",Southpaw,"May 20, 1988"
http://ufcstats.com/fighter-details/5c10da56d712ac9c,Khusein Askhabov,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 13, 1995"
http://ufcstats.com/fighter-details/0b31f87be71ebbb1,Ben Askren,"5' 11""",170 lbs.,"73""",Orthodox,"Jul 18, 1984"
http://ufcstats.com/fighter-details/6e8f1bcdda94ff45,Ibo Aslan,"6' 3""",205 lbs.,"77""",Orthodox,"Apr 23, 1996"
http://ufcstats.com/fighter-details/399afbabc02376b5,Tom Aspinall,"6' 5""",256 lbs.,"78""",Orthodox,"Apr 11, 1993"
